game_id,title,description,genre,game_vibes,mechanics,distribution,platform,visual_style,age_rating,region,story_pref,emotional_fit,mood_tags
95327,Zenless Zone Zero,"Don't go into Hollows.I know, I know, there are Ether resources in the Hollows, bizarre creations, even ruins of the old civilization — all invaluable treasures.But don't forget about the spatial disorder, the monsters, and mutants running rampant. Ultimately, this is a disaster that could swallow the world. Hollows are not where ordinary people should go.So don't go into Hollows.Or at least, don't go in alone.If you insist on getting into danger, go to New Eridu first.This city full of people from all walks of life has many who need the Hollows: powerful and wealthy tycoons, gangs who rule the streets, schemers hiding in the shadows, and ruthless officials.Make your preparations there, find strong allies, and most importantly—Find a ""Proxy.""Only they can guide people out of labyrinthian Hollows.Good luck.Zenless Zone Zero is an all-new 3D action game from HoYoverse that takes place in a near future, with the world plagued by a mysterious disaster known as ""Hollows.""","['puzzle', 'strategy', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['power fantasy', 'beautiful', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Apple App Store),"['iPad', 'PlayStation 5', 'iPhone / iPod Touch', 'Windows', 'Android', 'Xbox Series X|S']","Anime, Beautiful / Handsome Characters, Realistic Artistic",13,US,True,tense adventure,"{""cluster"": ""suspenseful"", ""vibe"": ""medium to high intensity"", ""tempo"": ""fast-paced"", ""color_palette"": ""dark with vibrant accents"", ""other"": ""immersive, strategic, cooperative""}"
95471,Arma Reforger,"Experience authentic Cold War combat and join friends in the struggle for a sprawling, 51 km² mid-Atlantic island — or take on the role of Game Master and create your very own scenarios for others to enjoy.Powered by the new Enfusion engine, Arma Reforger lets you fight for supremacy over 51 km2 of incredible island terrain in an authentic Cold War setting, or create unique scenarios in real-time with the Game Master curation mode. Return to Everon, the war-driven microstate from the hit game that started it all, Arma: Cold War Assault.Arma Reforger is the first step towards Arma 4 and a versatile, creative, fully-moddable platform for the future, offering a glimpse of things to come.","['simulation', 'driving', 'strategy', 'shooter', 'action']",['exciting'],"Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy",Online (Publisher Website),"['Windows', 'Xbox Series X|S', 'PlayStation 5']",Realistic,13,US,False,intense,"{""cluster"": ""combat-focused"", ""vibe"": ""challenging"", ""tempo"": ""variable"", ""color_palette"": ""muted and realistic"", ""other"": ""strategic, immersive, cooperative""}"
95549,Once Human,"Once Human is a multiplayer open-world survival game set in a strange, post-apocalyptic future. Unite with friends to fight monstrous enemies, uncover secret plots, compete for resources, and build your own territory. Once, you were merely human. Now, you have the power to remake the world.The apocalypse changed everything. Human, animal, plant… all are infested by an alien creature – Stardust. As a Meta-Human, you can survive the contamination and use the power of Stardust. Play alone or join others to fight, build and explore. When the world is in chaos, you are our last hope.","['driving', 'puzzle', 'strategy', 'role-playing', 'mmo', 'adventure', 'fighting', 'shooter', 'action']","['liberating', 'exciting']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Socializing, Trade, World Interaction",In-development Demo,"['Windows', 'Android', 'iPad', 'iPhone / iPod Touch']",Realistic,13,US,True,tense,"{""cluster"": ""survival"", ""vibe"": ""high challenge"", ""tempo"": ""medium"", ""color_palette"": ""dark"", ""other"": ""post-apocalyptic, cooperative, competitive""}"
95859,Wuthering Waves,"Wuthering Waves is a story-rich open-world action RPG with a high degree of freedom. You wake from your slumber as Rover, joined by a vibrant cast of Resonators on a journey to reclaim your lost memories and change the world.Wuthering Waves Version 2.0 is now out! You step into a new nation — Rinascita, and one of its states — Ragunna, renowned for its refined art appreciation and extravagant masquerade carnivals. Here, power and fortune lie in the hands of influential families, where art, inspiration, and wealth blend. Yet, the Sentinel of Rinascita seems to be waiting... for another carnival.Welcome aboard, roving voyager.Upon the shores lay the silent embers of a world during the Ebb Tide.Desolated by the Lament, the erstwhile creations and earthly beings are left static.But they strike back, strong enough to penetrate the silence.Humanity has risen anew from the ashes of the apocalypse.And you, Rover, are poised for an adventure of Awakening.Companions to meet, enemies to conquer, new powers to gain, hidden truths to unveil, and unseen spectacles to behold... A vast world of endless possibilities awaits. The choice rests in your hands. Be the answer, be the leader, and follow the sounds to arrive at a new future.As Wuthering Waves echo endlessly, mankind set sail on a new journey.Rise and embark on your odyssey, Rover.","['driving', 'platform', 'puzzle', 'role-playing', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['adventurous', 'beautiful', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Socializing, Trade, World Interaction",Closed Beta,"['Android', 'Windows', 'PlayStation 4', 'iPhone / iPod Touch', 'iPad', 'PlayStation 5', 'Macintosh']","Anime, Beautiful / Handsome Characters, Cartoonish",13,US,True,adventurous,"{""cluster"": ""exploratory"", ""vibe"": ""high freedom"", ""tempo"": ""variable"", ""color_palette"": ""vibrant"", ""other"": ""story-rich, whimsical, epic""}"
96257,Escape from Tarkov: Arena,"Escape from Tarkov: Arena combines the hardcore mechanics of Escape from Tarkov and fast-paced gameplay of session matches, offering players a new perspective on the Tarkov universe.“The city of Tarkov is overrun with chaos. While corporations and private military companies wage their war in the streets, a mysterious group, the Masters of Arena, led by Ref, operate in the shadows. They have created clandestine fighting grounds where the best warriors battle for glory, money, and survival.”You are an Arena gladiator. Will you become the next legend?Become the legend of the ArenaAlone, you can survive. In a team, you can win.Your success in battles depends not only on well-built weapons and equipment, but also on your allies. Gather a squad of trusted comrades, develop tactics, and defeat the enemy's strategy. Become the most experienced and dangerous fighter in the Arena!Participate in ranked games and become a legendary Arena gladiator. Test your skills in the tournaments or watch the best of the best on the Arena Cup Series professional league broadcasts.","['fighting', 'shooter', 'simulation', 'action']","['serious', 'disconcerting', 'exciting']","Combat and Destruction, Cooperation, High, Planning and Strategy",Online (Early Access),['Windows'],Realistic,0,US,True,intense,"{""cluster"": ""competitive"", ""vibe"": ""high-stakes"", ""tempo"": ""fast"", ""color_palette"": ""dark"", ""other"": ""strategic, collaborative""}"
102243,The Finals,"Join THE FINALS, the world-famous, free-to-play, combat-centered game show! Fight alongside your teammates in virtual arenas that you can alter, exploit, and even destroy. Build your own playstyle in this first-person shooter to win escalating tournaments and lasting fame. GOT WHAT IT TAKES?Viewers at home, here's the news you've been waiting to hear: THE FINALS is accepting new contestants, and that means YOU! That's right, soon the world could be watching YOU tear apart our newest dynamic arenas and seize everlasting fame!As you know, THE FINALS is the world's greatest free-to-play combat game show! Our contestants plug in to our virtual world and join teams in escalating tournaments. They fight it out in our beautifully-rendered arenas based on real-world locations that they can alter, exploit, and even destroy. Sure, you can aim and shoot, but contestants that add our carefully curated virtual environments to their arsenal are more likely to advance, so do anything you can imagine in the name of victory! Burn arenas to the ground! Send wrecking balls crashing into your opponents! Don't just pull triggers - pull down buildings!","['fighting', 'shooter', 'platform', 'action']","['destructive', 'exciting']","Combat and Destruction, Competition, Cooperation, Creation and Customization, Gathering and Collection, High, Low, Medium, Trade, World Interaction",Public Beta,"['Xbox Series X|S', 'Windows', 'Xbox One', 'PlayStation 4', 'PlayStation 5']",Realistic,13,US,True,exhilarating,"{""cluster"": ""competitive"", ""vibe"": ""high-energy"", ""tempo"": ""fast"", ""color_palette"": ""vivid and dynamic"", ""other"": ""destructive, cooperative, immersive""}"
103212,Assassin's Creed Shadows,"Experience an epic historical action-adventure story set in feudal Japan! Become a lethal shinobi Assassin and a powerful legendary samurai as you explore a beautiful open world in a time of chaos. Switch seamlessly between two unlikely allies as you discover their common destiny. Master complementary playstyles, create your shinobi league, customize your hideout, and usher in a new era for Japan.","['platform', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'liberating', 'exciting']","Administration and Management, Combat and Destruction, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Epic Games Store),"['Windows', 'PlayStation 5', 'iPad', 'Xbox Series X|S', 'Macintosh']",Realistic,15,US,True,epic,"{""cluster"": ""adventure"", ""vibe"": ""dynamic"", ""tempo"": ""medium"", ""color_palette"": ""rich and vibrant"", ""other"": ""historical, immersive, action-packed""}"
103329,Tekken 8,"Get ready for the next chapter in the legendary fighting game franchise, TEKKEN 8.","['fighting', 'sports', 'action', 'adventure']","['serious', 'exciting']","Combat and Destruction, Competition, Creation and Customization, High, Interactions / Conversations, Low, Medium, Socializing, Trade",In-development Demo,"['Xbox Series X|S', 'PlayStation 5', 'Windows']","Beautiful / Handsome Characters, Realistic",13,US,True,intense,"{""cluster"": ""competitive"", ""vibe"": ""high-stakes"", ""tempo"": ""fast"", ""color_palette"": ""vibrant"", ""other"": ""dynamic, engaging""}"
109819,Dragon Ball: Sparking! ZERO,DRAGON BALL: Sparking! ZERO takes the legendary gameplay of the Budokai Tenkaichi series and raises it to whole new levels. Make yours the destructive power of the strongest fighters ever to appear in DRAGON BALL!,"['flying', 'adventure', 'fighting', 'shooter', 'action']","['epic', 'exciting']","Combat and Destruction, Competition, Cooperation, Driving, Riding and Flying, High, Interactions / Conversations, Low, Medium, Socializing, Trade",Online (Playstation Network),"['PlayStation 5', 'Xbox Series X|S', 'Windows']","Anime, Realistic Artistic",13,US,True,exhilarating,"{""cluster"": ""action-packed"", ""vibe"": ""competitive"", ""tempo"": ""fast"", ""color_palette"": ""vibrant"", ""other"": ""dynamic, energetic""}"
110013,Counter-Strike 2,"For over two decades, Counter-Strike has offered an elite competitive experience, one shaped by millions of players from across the globe. And now the next chapter in the CS story is about to begin. This is Counter-Strike 2.A free upgrade to CS:GO, Counter-Strike 2 marks the largest technical leap in Counter-Strike’s history. Built on the Source 2 engine, Counter-Strike 2 is modernized with realistic physically-based rendering, state of the art networking, and upgraded Community Workshop tools.","['fighting', 'shooter', 'platform', 'action']",['exciting'],"Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Gathering and Collection, High, Low, Medium, Planning and Strategy, Socializing, Trade",Online (Steam),"['Windows', 'Linux']",Realistic,13,US,True,intense,"{""cluster"": ""competitive"", ""vibe"": ""high-stakes"", ""tempo"": ""fast"", ""color_palette"": ""realistic"", ""other"": ""strategic, cooperative""}"
110132,ARK: Survival Ascended,"ARK is reimagined from the ground-up into the next-generation of video game technology with Unreal Engine 5! Form a tribe, tame & breed hundreds of unique dinosaurs and primeval creatures, explore, craft, build, and fight your way to the top of the food-chain. Your new world awaits!Respawn into a new dinosaur survival experience beyond your wildest dreams… as ARK is reimagined from the ground-up into the next-generation of videogame technology with Unreal Engine 5! You awake on a mysterious island, your senses overwhelmed by the blinding sunlight and brilliant colors bouncing off every surface around you, the azure waters of a verdant Island lapping at your bare feet. A deep roar echoes from the misty jungle, jolting you into action, and you stand up – not afraid, but intrigued. Are you ready to form a tribe, tame and breed hundreds of species of dinosaurs and other primeval creatures, explore, craft, build, and fight your way to the top of the food-chain? Your new world awaits… step through the looking-glass and join it!","['simulation', 'platform', 'strategy', 'role-playing', 'mmo', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['creative', 'liberating']","Administration and Management, Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Socializing, World Interaction",Online (Xbox Games Store),"['Xbox Series X|S', 'Windows', 'PlayStation 5']",Realistic,13,US,True,adventurous,"{""cluster"": ""explorative"", ""vibe"": ""dynamic"", ""tempo"": ""fast-paced"", ""color_palette"": ""vibrant"", ""other"": ""immersive, competitive, survival""}"
111388,Helldivers 2,"The Galaxy’s Last Line of Offence.Enlist in the Helldivers and join the fight for freedom across a hostile galaxy in a fast, frantic, and ferocious third-person shooter.URGENT BROADCAST – SUPER EARTH ARMED FORCESFreedom. Peace. Democracy.Your Super Earth-born rights. The key pillars of our civilization.Of our very existence.But the war rages on. And everything is once again under threat.Join the greatest military force the galaxy has ever seen and make this a safe and free place to live.This war will be won or lost depending on the actions of everyone involved.We stand together, or we fall apart.","['driving', 'platform', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']",['exciting'],"Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Steam),"['Windows', 'PlayStation 5']",Realistic,15,US,True,intense,"{""cluster"": ""action-packed"", ""vibe"": ""high challenge"", ""tempo"": ""fast"", ""color_palette"": ""dark"", ""other"": ""heroic, cooperative""}"
113364,EA Sports FC 24,"EA SPORTS FC 24 welcomes you to The World’s Game: the most true-to-football experience ever with HyperMotionV, PlayStyles optimised by Opta, and a revolutionised Frostbite Engine.EA SPORTS FC 24 is a new era for The World’s Game: 19,000+ fully licensed players, 700+ teams, and 30+ leagues playing together in the most authentic football experience ever createdFeel closer to the game with three cutting-edge technologies powering unparalleled realism in every match: HyperMotionV, PlayStyles optimised by Opta, and a revolutionised Frostbite Engine, plus new graphic settings that unlock vivid and optimised visuals .HyperMotionV captures the game as it’s truly played, using volumetric data from 180+ pro men’s and women’s matches to ensure movement in-game accurately reflects real-world action on the pitch.PlayStyles dimensionalise athletes, interpreting data from Opta and other sources into signature abilities which heighten the realism and individuality of each player.The revolutionised Frostbite Engine delivers The World’s Game in lifelike detail, bringing a new level of immersion to each match.Develop club legends and improve your players with the brand new Ultimate Team Evolutions, and welcome women’s footballers to the pitch alongside men as you craft your dream XI.Write your own story in Manager and Player Career, and join friends on the pitch with cross-play* in Clubs and VOLTA FOOTBALL.EA SPORTS FC 24 is the next chapter in a more innovative future of football.","['simulation', 'strategy', 'role-playing', 'sports', 'adventure']",['exciting'],"Administration and Management, Competition, Cooperation, Creation and Customization, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade",Online (Xbox Games Store),"['Xbox One', 'Xbox Series X|S', 'PlayStation 4', 'Windows', 'Nintendo Switch', 'PlayStation 5']",Realistic,7,US,True,immersive excitement,"{""cluster"": ""sporting"", ""vibe"": ""competitive"", ""tempo"": ""medium"", ""color_palette"": ""vivid"", ""other"": ""realistic, dynamic""}"
113964,Call of Duty: Modern Warfare III,"ADAPT OR DIE IN A FIGHT AGAINST THE ULTIMATE THREAT In the direct sequel to the record-breaking Call of Duty®: Modern Warfare® II, Captain Price and Task Force 141 face off against the ultimate threat. The ultranationalist war criminal Vladimir Makarov is extending his grasp across the world causing Task Force 141 to fight like never before. IT'S TIME TO SETTLE OLD SCORES AND START NEW ONES Modern Warfare® III celebrates the 20th anniversary of Call of Duty® with one of the greatest collections of Multiplayer maps ever assembled - both fan favorites and all new ones. This includes all 16 launch maps from the original Modern Warfare® 2 (2009), modernized with new modes and gameplay features, as well as multiple new core 6v6 maps. ALL NEW OPEN WORLD ZOMBIES For the first time, team up with other squads to survive and fight massive hordes of the undead in the largest Call of Duty® Zombies map ever. Modern Warfare® Zombies (MWZ) tells a new Treyarch Zombies story with missions, core Zombies features, and secrets to discover.","['driving', 'platform', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'exciting']","Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Socializing, World Interaction",Online (Xbox Games Store),"['Xbox One', 'PlayStation 4', 'Xbox Series X|S', 'Windows', 'PlayStation 5']",Realistic,18,US,True,intense,"{""cluster"": ""action-packed"", ""vibe"": ""high-stakes"", ""tempo"": ""fast"", ""color_palette"": ""dark and gritty"", ""other"": ""realistic visuals, competitive spirit, cooperative gameplay""}"
114150,Delta Force,"Delta Force is a modern team-based tactical shooter that revitalizes the original Delta Force game, a pioneer of modern first-person shooters. This revival enhances the immersive visual and audio experience and features a diverse array of weaponry and tactical equipment. Engage in epic all-out warfare, complete intense extraction missions, and customise a unique armoury of tactical weapons! And always remember, “No One Gets Left Behind!”","['driving', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['energetic', 'exciting']","Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Xbox Games Store),"['Xbox One', 'PlayStation 4', 'PlayStation 5', 'iPad', 'Xbox Series X|S', 'Windows', 'Android', 'iPhone / iPod Touch']",Realistic,13,US,True,intense,"{""cluster"": ""action-packed"", ""vibe"": ""competitive"", ""tempo"": ""fast"", ""color_palette"": ""realistic tones"", ""other"": ""immersive, tactical, cooperative""}"
114503,eFootball,"A New Chapter of eFootball Begins""To offer soccer fans around the world an opportunity to enjoy a new soccer game, with unparalleled realism like never before.""This mission statement, which has been our resolute goal ever since the inception of eFootball, will never change.As we turn another new page in the real-world soccer calendar, eFootball will also be embarking from 2023 to 2024.This is the time of the year again where we can all dream; players gearing up to make their marks in the new season, summer signings raring to go and embrace the new environment come what may. In eFootball 2024, you can also make your presence felt on the field with the latest player data and Uniforms. With the inclusion of Co-op, you will be able to enjoy some heated matches with your friends as well.As with eFootball, heroes who have reached the pinnacle of world soccer in the previous campaign will be looking to start afresh again.The fierce battles are unfolding once again. Let's dive into the thick of the action together with soccer fans from around the world!","['simulation', 'strategy', 'sports']",['exciting'],"Administration and Management, Competition, Cooperation, Creation and Customization, Gathering and Collection, Interactions / Conversations, Low, Medium, Planning and Strategy, Socializing, Trade",Online (Xbox Games Store),"['Xbox Series X|S', 'PlayStation 5', 'Xbox One', 'Windows', 'Android', 'PlayStation 4', 'iPhone / iPod Touch', 'iPad']",Realistic,10,US,False,competitive,"{""cluster"": ""sporting"", ""vibe"": ""medium to high"", ""tempo"": ""fast-paced"", ""color_palette"": ""realistic tones"", ""other"": ""team-oriented, strategic""}"
115814,Lethal Company,"A co-op horror about scavenging at abandoned moons to sell scrap to the Company.You are a contracted worker for the Company. Your job is to collect scrap from abandoned, industrialized moons to meet the Company's profit quota. You can use the cash you earn to travel to new moons with higher risks and rewards--or you can buy fancy suits and decorations for your ship. Experience nature, scanning any creature you find to add them to your bestiary. Explore the wondrous outdoors and rummage through their derelict, steel and concrete underbellies. Just never miss the quota.DON'T GO ALONE - These dangers prey upon the vulnerable and lonesome, and the protection of your crew may be your only hope. You can guide your crewmates from your ship, using the radar to call out traps and using the ship's terminal to access remotely locked doors--or you can all go in together. The Company store has many useful tools for the job, including lights, shovels, walkie talkies, stun grenades, or boomboxes.WORK FAST - Things get dangerous at night. Communicate with your crewmates to carry all valuables to the ship before things get too dangerous, and try not to leave anyone behind.","['platform', 'puzzle', 'adventure', 'fighting', 'shooter', 'action']",['disconcerting'],,Online (Steam),['Windows'],,0,US,True,tense camaraderie,"{""cluster"": ""horror adventure"", ""vibe"": ""challenging"", ""tempo"": ""fast-paced"", ""color_palette"": ""dark and industrial"", ""other"": ""cooperative gameplay, exploration, survival""}"
116186,Monster Hunter Wilds,"The unbridled force of nature runs wild and relentless, with environments transforming drastically from one moment to the next. This is a story of monsters and humans and their struggles to live in harmony in a world of duality.Fulfill your duty as a Hunter by tracking and defeating powerful monsters and forging strong new weapons and armor from the materials you harvest from your hunt as you uncover the connection between the people of the Forbidden Lands and the locales they inhabit.The ultimate hunting experience awaits you in Monster Hunter Wilds.These immersive ecosystems are populated with wildlife acclimated to their surroundings, including smaller monsters like Dalthydon, an herbivorous wyvern that migrates seasonally, and Ceratonoth, who rely on males to shield the herd from raging storms with well-developed dorsal horns that serve as lightning rods. Of course, large monsters also roam the Windward Plains, including Doshaguma. While massive and territorial, these fanged beasts are curiously sometimes sighted stalking the plains in aggressive packs. Meanwhile, the formidable amphibian Chatacabra uses its surroundings and adhesive saliva to become an even stronger adversary by armoring its body with natural materials like ore. To help hunters meet the challenges that await in Monster Hunter Wilds, the beloved gameplay of the series has evolved with an arsenal of new features. Players will experience a seamless flow from story sequences to gameplay without interruption. To traverse this world’s sprawling environments, the game introduces Seikrets, a new type of mount. These nimble creatures can guide their riders to destinations and allow hunters to perform actions on the go, such as sharpening weapons, gathering materials, and wielding the slinger. Hunters can also swap to a secondary weapon with their Seikret, empowering hunting parties to adapt to the changing conditions out in the field without returning to base. All 14 of the series’ iconic weapon types return in Monster Hunter Wilds and have now evolved to include new actions. Additionally, the game introduces brand-new systems, such as Focus Mode, giving hunters more precise control over aiming, guarding, and attacking monsters’ weak points. The new Hook Slinger also offers hunters additional abilities, including contextual actions and the power to collect items from a distance – even when mounted atop their Seikret.","['platform', 'role-playing', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'epic', 'adventurous', 'exciting']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Socializing, Trade, World Interaction",Online (Xbox Games Store),"['Xbox Series X|S', 'PlayStation 5', 'Windows']",Realistic,13,US,True,intense,"{""cluster"": ""adventure"", ""vibe"": ""high-stakes"", ""tempo"": ""fast-paced"", ""color_palette"": ""realistic and vibrant"", ""other"": ""dynamic environments, immersive ecosystems, cooperative gameplay""}"
116998,Balatro,"The poker roguelike. Balatro is a hypnotically satisfying deckbuilder where you play illegal poker hands, discover game-changing jokers, and trigger adrenaline-pumping, outrageous combos.Balatro is a poker-inspired roguelike deck builder all about creating powerful synergies and winning big.Combine valid poker hands with unique Joker cards in order to create varied synergies and builds. Earn enough chips to beat devious blinds, all while uncovering hidden bonus hands and decks as you progress. You’re going to need every edge you can get in order to reach the boss blind, beat the final ante and secure victory.Deftly deploy an array of potent tools: different Decks, Jokers, Tarot cards, Planet cards, Spectral cards, and Vouchers. Use these versatile instruments to ignite a combo frenzy and turbocharge your poker hands, crafting electrifying, adrenaline-fueled synergies.Immerse yourself in Balatro’s distinctive psychedelic world. Let the synthwave soundtrack wash over you - wind down, escape the daily grind and prepare to enter the ultimate roguelike flow state.","['strategy', 'real-world game']",['ingenious'],"Administration and Management, Creation and Customization, High, Low, Medium, Planning and Strategy, Trade",Online (Playstation Network),"['PlayStation 5', 'Xbox Series X|S', 'Windows', 'PlayStation 4', 'iPhone / iPod Touch', 'Nintendo Switch', 'iPad', 'Macintosh', 'Xbox One', 'Android']","Cartoonish, Pixelated",10,US,True,electrifying,"{""cluster"": ""exciting"", ""vibe"": ""challenging"", ""tempo"": ""medium"", ""color_palette"": ""psychedelic"", ""other"": ""synthwave soundtrack, strategic depth""}"
117359,Buckshot Roulette,Play Russian roulette with a 12-gauge shotgun. Two enter. One leaves. Roll the dice with your life. Good luck!,"['adventure', 'party']",['serious'],"Combat and Destruction, Gathering and Collection, Interactions / Conversations, Low",Online (Windows Store),"['Windows', 'Xbox Series X|S', 'Linux', 'PlayStation 5']",Artistic,13,US,True,tense,"{""cluster"": ""suspenseful"", ""vibe"": ""high-stakes"", ""tempo"": ""fast"", ""color_palette"": ""dark"", ""other"": ""intense, risky""}"
117479,F1 24,"Be One of the 20 with EA SPORTS F1 24, the official video game of the 2024 FIA Formula One World Championship. Unleash your champion in pursuit of a legacy-defining F1 Career, the mode’s first major update since 2016. Drive like the greatest and feel at one with the car through the all-new EA SPORTS Dynamic Handling System. Ignite your passion by connecting to your favorite teams and drivers while proving that you have what it takes across new modes and experiences.","['simulation', 'strategy', 'role-playing', 'sports', 'adventure', 'racing']",['exciting'],"Administration and Management, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Socializing, Trade",Online (Publisher Website),"['Windows', 'PlayStation 4', 'Xbox Series X|S', 'Xbox One', 'PlayStation 5']",Realistic,10,US,True,thrilling,"{""cluster"": ""competitive"", ""vibe"": ""high-stakes"", ""tempo"": ""fast"", ""color_palette"": ""bright"", ""other"": ""immersive, dynamic, strategic""}"
118228,Content Warning,"Film your friends doing scary things to become SpöökTube famous! (strongly advised to not go alone)Get famous or die trying! Content Warning is a co-op horror game where you film spooky stuff with your friends to try and go viral.Squad up, customize your face with the ASCII face customiser, buy some gear and use the diving bell to go down to the Old World!Down there you’ll encounter scary physics-animated monsters, cursed relics and other artefacts!Film as many scary things as possible before you run out of oxygen, camera battery or friends…If you survive, you need to get back in the diving bell to transport you and the remaining members of your team to the surface.Upload your chaotic footage to SpöökTube, settle in for a watch party, and wait for the views to tick up!Every run goes on for 3 days, the more scary stuff you film, the more you go viral. The ad revenue from your SpöökTube videos enables you to upgrade your gear to film better videos and survive more easily in the Old World.If your team accumulates enough views in three days - you get to keep going with your SpöökTube Career and live a life of fame and fortune!For every video you upload to SpöökTube you get ad revenue to spend on fun and useful items in the store, like upgraded gear, emotes, props and medical equipment!Customize your face using your keyboard and with the game's ASCII-face-customizer!","['action', 'adventure']",['exciting'],"Exploration, High, Low, World Interaction",Online (Steam),['Windows'],Cartoonish,10,US,False,chaotic fun,"{""cluster"": ""horror-comedy"", ""vibe"": ""challenging yet entertaining"", ""tempo"": ""fast-paced"", ""color_palette"": ""bright and cartoonish"", ""other"": ""cooperative gameplay, social interaction""}"
118417,Kingdom Come: Deliverance II,"A thrilling story-driven action RPG, with a rich open world, set in 15th century Medieval Europe. Experience the ultimate medieval adventure - through the eyes of young Henry - as you embark on a journey of epic proportions.","['simulation', 'platform', 'puzzle', 'role-playing', 'adventure', 'fighting', 'shooter', 'action', 'real-world game']","['sentimental', 'exciting', 'epic', 'liberating', 'serious', 'adventurous', 'challenging']","Administration and Management, Combat and Destruction, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Online (Xbox Games Store),"['Xbox Series X|S', 'Windows', 'PlayStation 5']",Realistic,18,US,True,epic adventure,"{""cluster"": ""adventurous"", ""vibe"": ""medium to high challenge"", ""tempo"": ""variable"", ""color_palette"": ""earthy and muted tones"", ""other"": ""immersive, historical, narrative-driven""}"
119520,Call of Duty: Black Ops 6,"Call of Duty: Black Ops 6 is signature Black Ops across a cinematic single-player Campaign, a best-in-class Multiplayer experience and with the epic return of Round-Based Zombies.Forced to go rogue. Hunted from within. This is Call of Duty: Black Ops 6.Developed by Treyarch and Raven, Black Ops 6 is a spy action thriller set in the early 90s, a period of transition and upheaval in global politics, characterized by the end of the Cold War and the rise of the United States as a single superpower. With a mind-bending narrative, and unbound by the rules of engagement, this is signature Black Ops.The Black Ops 6 Campaign provides dynamic moment-to-moment gameplay that includes a variety of play spaces with blockbuster set pieces and action-packed moments, high-stakes heists, and cloak-and-dagger spy activity.In a best-in-class Multiplayer experience, players will test their skills across 16 new maps at launch, including 12 core 6v6 maps and 4 Strike maps that can be played 2v2 or 6v6.Black Ops 6 also marks the epic return of Round-Based Zombies, the fan-favorite mode where players will take down hordes of the undead in two brand-new maps at launch. Post-launch, players can look forward to even more exciting maps and groundbreaking experiences dropping into both Multiplayer and Zombies.","['driving', 'platform', 'puzzle', 'flying', 'adventure', 'fighting', 'shooter', 'action']","['serious', 'exciting']","Combat and Destruction, Competition, Cooperation, Creation and Customization, Driving, Riding and Flying, Exploration, Gathering and Collection, High, Interactions / Conversations, Low, Medium, Planning and Strategy, Trade, World Interaction",Pre-order Beta,"['Xbox One', 'Xbox Series X|S', 'PlayStation 4', 'Windows', 'PlayStation 5']",Realistic,18,US,True,intense,"{""cluster"": ""action-packed"", ""vibe"": ""competitive"", ""tempo"": ""fast"", ""color_palette"": ""dark"", ""other"": ""cinematic, suspenseful, strategic""}"
